age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
50,State-gov,172970,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
28,State-gov,158834,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
40,Self-emp-not-inc,280433,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,159123,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
37,?,172256,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K
61,Local-gov,180079,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,4064,0,40,United-States,<=50K
52,Private,311350,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
63,?,222289,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,7688,0,54,United-States,>50K
23,?,234970,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,40,United-States,<=50K
45,Private,178530,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,168981,1st-4th,2,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K
39,Private,115215,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,292120,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,42,United-States,<=50K
25,Private,268222,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
27,Private,135520,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Dominican-Republic,<=50K
25,Self-emp-not-inc,263300,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
44,Private,320277,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Local-gov,213195,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
43,Self-emp-not-inc,355856,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Philippines,<=50K
19,Private,260327,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,18,United-States,<=50K
39,Self-emp-not-inc,191342,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,South,<=50K
39,Private,224541,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
37,Private,328466,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,72,Mexico,<=50K
62,?,176753,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
63,Private,246841,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
64,Self-emp-not-inc,198186,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,,<=50K
59,Self-emp-inc,103948,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
22,Private,309620,HS-grad,9,Never-married,Sales,Not-in-family,Other,Male,0,0,45,,<=50K
30,Private,171598,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
54,Private,349340,Preschool,1,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K
56,Private,202435,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,30,United-States,<=50K
46,Private,171095,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,38,United-States,<=50K
38,Private,341943,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,200511,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
90,Private,51744,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,2206,40,United-States,<=50K
58,Private,169611,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
46,Self-emp-inc,112320,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
64,Private,182979,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
30,Local-gov,268482,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
48,Private,97176,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
20,Private,139715,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
44,Private,157614,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,0,38,United-States,<=50K
60,Self-emp-inc,160062,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K
22,Private,225156,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Self-emp-inc,124137,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,45,United-States,>50K
51,Federal-gov,23698,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
58,,230586,10th,6,Widowed,,Unmarried,Black,Female,0,0,40,United-States,<=50K
54,State-gov,197184,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
36,Private,183902,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,4,United-States,>50K
28,Private,119793,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,10520,0,50,United-States,>50K
33,Private,168030,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,21,United-States,>50K
23,Private,224632,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,United-States,<=50K
49,Self-emp-inc,131826,Prof-school,15,Widowed,Prof-specialty,Unmarried,White,Male,99999,0,50,United-States,>50K
26,Private,94652,Some-college,10,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
23,Private,398130,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,96,United-States,<=50K
56,Self-emp-inc,83922,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,84,United-States,<=50K
47,Private,181758,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
36,Self-emp-inc,37019,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
42,Federal-gov,208470,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,166517,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,161141,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,414525,12th,8,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,60,United-States,<=50K
45,Private,165346,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,64,United-States,<=50K
28,Private,147951,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
23,Private,173670,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,<=50K
52,Private,84788,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,263574,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
25,Private,91639,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
51,Private,56915,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
39,Private,101146,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,4650,0,40,United-States,<=50K
41,Private,328013,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,65,United-States,<=50K
51,Private,226735,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
34,Self-emp-inc,152109,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,188278,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
45,,256649,Bachelors,13,Married-civ-spouse,,Husband,Black,Male,0,0,45,United-States,>50K
32,Private,339196,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
68,Private,182574,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,991,0,29,United-States,<=50K
65,Self-emp-not-inc,31740,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
39,Private,456922,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Local-gov,493862,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7298,0,38,United-States,>50K
30,Private,209103,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
30,State-gov,158291,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,103596,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
33,Private,168981,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,<=50K
34,Private,261023,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1651,38,United-States,<=50K
39,Private,453686,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
25,Private,27411,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,538243,Some-college,10,Separated,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
23,Private,607118,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,36,United-States,<=50K
28,Local-gov,257124,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
54,Private,192862,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
24,Private,69045,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,Jamaica,<=50K
30,Private,175931,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,167336,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States,<=50K
58,State-gov,200316,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,283037,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
20,Private,157541,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,27,United-States,<=50K
19,Private,179422,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
48,Private,202467,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,40,United-States,>50K
42,Private,180096,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,<=50K
49,Private,165152,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
54,Private,146834,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K
59,Private,69884,Prof-school,15,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,0,0,50,United-States,<=50K
51,Private,280278,10th,6,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
48,Private,108993,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
45,Private,276839,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,520033,12th,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
37,Private,95855,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,180551,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
34,Private,157024,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K
23,Private,134446,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Male,0,0,54,United-States,<=50K
29,State-gov,165764,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,35,United-States,<=50K
38,Local-gov,94529,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,3103,0,50,United-States,>50K
47,Private,369438,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,United-States,>50K
44,Self-emp-not-inc,89172,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,<=50K
20,Private,180052,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,22,United-States,<=50K
45,Private,81132,Some-college,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,55,United-States,>50K
22,Private,212803,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
18,?,179484,12th,8,Never-married,?,Own-child,Other,Male,0,0,40,United-States,<=50K
30,Private,95299,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,>50K
46,Private,128645,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,265314,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
21,Private,62339,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Self-emp-not-inc,168625,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,12,United-States,>50K
39,Private,46028,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,60,United-States,<=50K
32,Private,90705,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
61,Self-emp-not-inc,170278,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,Philippines,<=50K
47,State-gov,187581,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,>50K
26,Private,196805,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,65,United-States,<=50K
42,Private,119679,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1579,42,United-States,<=50K
46,Local-gov,187505,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,,<=50K
61,?,229744,1st-4th,2,Married-civ-spouse,?,Husband,White,Male,3942,0,20,Mexico,<=50K
48,Private,103406,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,35,United-States,>50K
49,Local-gov,59612,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
47,Private,209212,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,56,?,<=50K
69,,138386,HS-grad,9,Married-civ-spouse,,Husband,White,Male,1409,0,35,United-States,<=50K
31,Private,179673,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
33,Private,126950,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
19,Private,236940,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,33157,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
51,Private,124963,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
40,Private,177905,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,44,United-States,>50K
40,Private,316820,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,<=50K
43,Private,163215,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,?,>50K
90,Private,226968,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
63,Private,252457,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,119545,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
28,Private,115945,Doctorate,16,Never-married,Adm-clerical,Own-child,White,Male,0,0,18,United-States,<=50K
59,Self-emp-not-inc,148626,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,144084,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,55,United-States,<=50K
39,Private,53569,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,147215,12th,8,Divorced,Other-service,Unmarried,White,Female,0,0,21,United-States,<=50K
57,Self-emp-inc,146103,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,30,United-States,>50K
39,Private,74194,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
46,Private,86709,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K
52,Federal-gov,30731,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
28,Private,100219,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,United-States,<=50K
31,Private,241880,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,45,United-States,<=50K
71,Local-gov,365996,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,6,United-States,<=50K
48,Private,155509,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,<=50K
46,Self-emp-not-inc,246891,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States,>50K
37,Private,254973,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,>50K
56,Private,174209,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
64,Private,104973,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
29,Private,375482,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,England,<=50K
30,Private,206923,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,1977,40,United-States,>50K
